FECHA,VV
2021-01-02,2.53
2021-01-04,5639.82
2021-01-05,9532.55
2021-01-06,12642.46
2021-01-07,17690.63
2021-01-08,29231.02
2021-01-09,10634.95
2021-01-11,8359.94
2021-01-12,14717.28
2021-01-13,21180.59
2021-01-14,35073.01
2021-01-15,11684.38
2021-01-16,8057.13
2021-01-18,10361.44
2021-01-19,12611.59
2021-01-20,12154.37
2021-01-21,12637.12
2021-01-22,13343.24
2021-01-23,8591.32
2021-01-24,1702.14
2021-01-25,21788.51
2021-01-26,13639.88
2021-01-27,14824.41
2021-01-28,17354.76
2021-01-29,16448.4
2021-01-30,10846.24
2021-02-01,10126.33
2021-02-02,22091.88
2021-02-03,10720.18
2021-02-04,10183.93
2021-02-05,6755.16
2021-02-06,9179.6
2021-02-08,10392.61
2021-02-09,12905.41
2021-02-10,11805.73
2021-02-11,16023.36
2021-02-12,10852.93
2021-02-13,5080.77
2021-02-15,14011.9
2021-02-16,9808.22
2021-02-17,19188.66
2021-02-18,25349.78
2021-02-19,13736.49
2021-02-20,16406.37
2021-02-21,191.4
2021-02-22,7230.39
2021-02-23,15521.82
2021-02-24,11006.09
2021-02-25,10999.83
2021-02-26,9556.41
2021-02-27,9960.45
2021-02-28,3967.27
2021-03-01,27368.09
2021-03-02,361.34
2021-03-03,22780.3
2021-03-04,12391.28
2021-03-05,20064.71
2021-03-06,17841.69
2021-03-08,12612.79
2021-03-09,15229.67
2021-03-10,28083.41
2021-03-11,9754.39
2021-03-12,9946.3
2021-03-13,17325.04
2021-03-15,5622.31
2021-03-16,20717.67
2021-03-17,7852.7
2021-03-18,8453.91
2021-03-19,15780.83
2021-03-20,10640.39
2021-03-21,1219.36
2021-03-22,10991.37
2021-03-23,15530.11
2021-03-24,23964.71
2021-03-25,26182.03
2021-03-26,12381.83
2021-03-27,7639.22
2021-03-29,8106.86
2021-03-30,22366.0
2021-03-31,10574.14
2021-04-05,17226.36
2021-04-06,10971.77
2021-04-07,21818.56
2021-04-08,33755.4
2021-04-09,15393.61
2021-04-10,20543.85
2021-04-12,5342.62
2021-04-13,11617.71
2021-04-14,14671.94
2021-04-15,17584.65
2021-04-16,13780.33
2021-04-17,7339.38
2021-04-19,17022.17
2021-04-20,11776.92
2021-04-21,8179.75
2021-04-22,12175.22
2021-04-23,27401.57
2021-04-24,15011.05
2021-04-26,8777.12
2021-04-27,9947.3
2021-04-28,32390.54
2021-04-29,24205.54
2021-04-30,25048.34
2021-05-03,7517.37
2021-05-04,11059.04
2021-05-05,9659.25
2021-05-06,12674.78
2021-05-07,11093.82
2021-05-08,9982.2
2021-05-10,6103.9
2021-05-11,9379.87
2021-05-12,10929.77
2021-05-13,12067.29
2021-05-14,10297.6
2021-05-15,8050.71
2021-05-17,9475.4
2021-05-18,16858.47
2021-05-19,12013.84
2021-05-20,19233.29
2021-05-21,24817.61
2021-05-22,16347.58
2021-05-23,3963.85
2021-05-24,17831.22
2021-05-25,16197.56
2021-05-26,17887.69
2021-05-27,31782.31
2021-05-28,25885.42
2021-05-29,5776.38
2021-05-31,11626.63
2021-06-01,11316.44
2021-06-02,12591.71
2021-06-03,19130.47
2021-06-04,10073.09
2021-06-05,4128.98
2021-06-07,7960.21
2021-06-08,16651.02
2021-06-09,16883.58
2021-06-10,12419.68
2021-06-11,12822.35
2021-06-12,17157.0
2021-06-14,12567.04
2021-06-15,26450.08
2021-06-16,14403.32
2021-06-17,19350.45
2021-06-18,14951.33
2021-06-19,10361.29
2021-06-21,14154.42
2021-06-22,13104.22
2021-06-23,17874.17
2021-06-24,23987.81
2021-06-25,18035.16
2021-06-26,5051.38
2021-06-28,15775.03
2021-06-29,294.2
2021-06-30,42416.2
2021-07-01,12436.47
2021-07-02,12945.35
2021-07-03,4888.25
2021-07-05,11482.53
2021-07-06,26562.37
2021-07-07,17715.69
2021-07-08,14770.72
2021-07-09,24798.54
2021-07-10,4823.09
2021-07-11,468.12
2021-07-12,18925.98
2021-07-13,12980.78
2021-07-14,18926.6
2021-07-15,24547.67
2021-07-16,17535.15
2021-07-17,15702.74
2021-07-19,19094.14
2021-07-20,28386.76
2021-07-21,41455.8
2021-07-22,17384.25
2021-07-23,27305.21
2021-07-24,11937.52
2021-07-26,29530.69
2021-07-27,37213.32
2021-07-30,15828.27
2021-07-31,17768.5
2021-08-02,8387.11
2021-08-03,20454.61
2021-08-04,18547.44
2021-08-05,18661.71
2021-08-06,16306.44
2021-08-07,13546.55
2021-08-09,16803.67
2021-08-10,20166.42
2021-08-11,18061.79
2021-08-12,27447.49
2021-08-13,31165.64
2021-08-14,8567.58
2021-08-16,14068.97
2021-08-17,18039.65
2021-08-18,22416.76
2021-08-19,16427.3
2021-08-20,25798.1
2021-08-21,25790.71
2021-08-23,17578.62
2021-08-24,19869.87
2021-08-25,19589.22
2021-08-26,25111.79
2021-08-27,14820.95
2021-08-28,16353.6
2021-08-31,23237.69
2021-09-01,18780.56
2021-09-02,14746.26
2021-09-03,21489.4
2021-09-04,15998.08
2021-09-06,16475.58
2021-09-07,11786.22
2021-09-08,23459.49
2021-09-09,15146.75
2021-09-10,22831.53
2021-09-11,19837.85
2021-09-13,21794.41
2021-09-14,16625.03
2021-09-15,19828.11
2021-09-16,19164.23
2021-09-17,30442.47
2021-09-18,10916.04
2021-09-20,9026.93
2021-09-21,22331.15
2021-09-22,26389.45
2021-09-23,18292.25
